cod_ibge;municipio;casos_dengue;precipitacao_total_anual;temp_media_anual;vento_vlc_media_anual;saneamento_basico;abastecimento_agua;esgotamento_sanitario;coleta_residuos;total_coleta_residuos;drenagem_urbana;pop_estimada;pib_municipio;desp_saude_percapta;dens_demografica;desp_percapta_RSU
3501905; AMPARO;346;1,21;108,68;2,44;Sim;Sim;Sim;Não;0,00;Sim;72677;4591225;1571,19;152,77;207,98
3502002; ANALANDIA;25;1,31;166,87;11,54;Sim;Não;Sim;Não;0,00;Sim;5056;198923;1292,74;14,00;28,88
3502101; ANDRADINA;1231;1,34;295,84;25,39;Não;;;Sim;3440,00;;57202;2632786;818,36;61,64;141,18
3502200; ANGATUBA;16;0;185,84;21,32;Sim;Sim;Sim;Sim;500,00;Sim;25479;1319743;1026,86;23,18;96,14
3502309; ANHEMBI;10;0,58;69,72;2,88;Sim;Sim;Sim;Não;0,00;Sim;6819;155830;1788,11;7,73;29,11
3502408; ANHUMAS;14;1,47;144,1;7,8;Não;;;Sim;111,40;;4144;82843;1239,85;12,43;100,07
3502507; APARECIDA;800;1,51;205,41;18,6;Sim;;;Sim;54,00;;36185;974272;693,64;275,59;72,15
3502606; APARECIDA D'OESTE;30;0,78;185,54;18,54;Sim;;;Não;0,00;;4158;155265;1556,18;23,36;39,37
3502705; APIAI;19;0,45;124,86;9,33;Sim;Sim;Sim;Sim;513,00;Não;24226;715303;945,71;25,58;69,11
3502754; ARACARIGUAMA;18;0,93;155,46;7,66;Sim;Sim;Sim;Não;0,00;Sim;22860;3333379;1462,67;143,24;218,04
3502804; ARACATUBA;5810;1,34;295,84;25,39;Sim;Sim;Sim;Sim;1627,50;Sim;198129;8207617;829,03;169,99;60,49
3502903; ARACOIABA DA SERRA;77;1,27;230,24;23,83;Não;;;Sim;107,80;;34776;1021043;784,99;124,24;98,45
3503000; ARAMINA;10;1,17;71,62;4,23;Não;;;Não;0,00;;5655;155750;1316,05;26,72;77,83
3503109; ARANDU;0;0;0;0;Sim;Sim;Sim;Não;0,00;Sim;6365;182397;1279,31;23,69;173,41
3503158; ARAPEI;6;0,52;84,85;4,89;Não;;;Sim;152,00;;2460;39782;1907,32;15,16;72,02
3503208; ARARAQUARA;681;2;255,79;18,12;Sim;Sim;Sim;Sim;6187,50;Sim;238339;10653869;1511,84;236,76;104,61
3503307; ARARAS;1496;1,21;108,68;2,44;Sim;Não;Não;Sim;200,00;Não;135506;6418948;939,22;200,67;13,00
3503356; ARCO-IRIS;66;0,74;136,31;12,98;Não;;;Sim;34,00;;1773;84018;2161,59;7,66;242,08
3503406; AREALVA;13;0,81;129,97;6,12;Não;;;Sim;250,00;;8613;244561;1053,26;16,01;116,46
3503505; AREIAS;38;1;107,92;6,23;Não;;;Sim;100,00;;3896;56514;1365,57;11,83;12,83
3503604; AREIOPOLIS;18;0;113,88;10,06;Sim;;;Sim;72,00;;11158;146373;853,23;119,66;36,48
3503703; ARIRANHA;362;0,05;233,8;19,94;;;;;0,00;;9761;1007824;1400,44;58,74;0,00
3503802; ARTUR NOGUEIRA;237;1,21;108,68;2,44;Não;;;Não;0,00;;55340;1483276;746,58;282,92;123,99
3503901; ARUJA;592;1,74;185,12;16,9;Não;;;Sim;741,30;;91157;7774011;1036,71;883,92;134,58
3503950; ASPASIA;19;0,68;154,15;15,05;Não;;;Sim;300,00;;1818;40104;2026,19;26,61;350,25
3504008; ASSIS;1532;2,03;263,82;17,57;Sim;Sim;Sim;Sim;3085,60;;105087;3776892;1041,67;219,45;42,38
3504107; ATIBAIA;377;2,01;244,04;21,87;Sim;Sim;Sim;Sim;2000,00;Não;144088;7374355;940,34;321,75;158,56
3504206; AURIFLAMA;247;0,94;318,57;34,79;;;;;0,00;;15253;326165;1023,99;31,97;0,00
3504305; AVAI;6;0,2;88,7;4,85;Não;;;Não;0,00;;5436;394601;1272,12;8,46;174,64
3504404; AVANHANDAVA;69;0,85;193,47;12,94;;;;;0,00;;13859;458955;869,57;33,55;0,00
3504503; AVARE;69;0;160,27;18,22;Não;;;Não;0,00;;91232;2798702;1123,33;75,60;112,92
3504602; BADY BASSITT;151;1,26;118,23;9,37;Sim;Sim;Sim;Não;0,00;Sim;17761;464718;877;227,18;137,16
3504701; BALBINOS;4;0,36;93,71;5,23;Não;;;Não;0,00;;5934;61939;1536,84;41,77;185,44
3504800; BALSAMO;46;1,26;118,23;9,37;Não;;;Sim;195,00;;9139;246920;951,27;62,82;18,04
3504909; BANANAL;3;0,16;58,51;3,91;Não;;;Não;0,00;;10993;203995;824,67;16,31;22,99
3505005; BARAO DE ANTONINA;20;0,35;83,44;3,37;Sim;Sim;Sim;Sim;144,00;Sim;3498;68935;1364,76;22,59;255,26
3505104; BARBOSA;96;1,09;93,33;7,25;Sim;Sim;Sim;Não;0,00;Sim;7468;119482;1312,73;28,48;195,80
3505203; BARIRI;141;0,01;272,19;15,8;Sim;Sim;Sim;Sim;1680,00;Sim;35558;1362188;1003,8;71,53;73,09
3505302; BARRA BONITA;62;0;275,8;22,32;Sim;Sim;Sim;Sim;720,00;Sim;36126;1359750;965,48;231,19;21,17
3505351; BARRA DO CHAPEU;2;0,22;21,84;1,44;;;;;0,00;;5760;143890;1393,6;12,85;0,00
3505401; BARRA DO TURVO;160;0;0;0;Sim;Sim;Sim;Sim;260,00;Sim;7632;109151;1375,78;7,02;260,11
3505500; BARRETOS;806;1,56;275,97;13,65;Sim;Sim;Sim;Sim;368,60;Sim;122833;5013749;1688,09;77,45;115,48
3505609; BARRINHA;1017;0,84;269,95;24,8;Sim;;;Não;0,00;;33180;553900;759,19;217,00;32,76
3505708; BARUERI;393;1,25;238,06;10,31;Sim;Sim;Sim;Sim;4560,00;Sim;276982;51600338;2856,1;4650,58;193,58
3505807; BASTOS;1350;1,96;286,25;20,81;Não;;;Sim;100,00;;20953;978212;1319,47;125,63;63,91
3505906; BATATAIS;116;1,96;262,93;22,48;Sim;;;Sim;480,00;;62980;2077090;1209,2;68,68;53,14
3506003; BAURU;1731;1,62;266,66;14,5;Sim;Sim;Sim;Sim;3331,50;Sim;379297;15129058;712,59;561,91;84,76
3506102; BEBEDOURO;808;1,11;98,14;7,74;Sim;Sim;Sim;Não;0,00;Sim;77555;3269355;1062,54;112,29;81,71
3506201; BENTO DE ABREU;43;1,08;169,67;12,3;Sim;;;Não;0,00;;3005;207555;2042,64;8,76;180,26
3506300; BERNARDINO DE CAMPOS;32;0,97;170,57;6,4;Sim;Sim;Sim;Não;0,00;Sim;11158;301537;1231,7;47,30;40,32
3506359; BERTIOGA;736;0,05;311,19;24,22;Sim;;;Sim;586,90;;64723;1902031;1671,31;125,28;386,27
3506409; BILAC;86;1,34;295,84;25,39;Sim;;;Sim;230,00;;8117;268530;1331,88;46,56;98,98
3506508; BIRIGUI;2323;1,34;295,84;25,39;Não;;;Sim;15600,00;;124883;3671918;997,85;222,85;12,50
3506607; BIRITIBA-MIRIM;12;0;111,14;8,34;Sim;Sim;Sim;Sim;69,40;Não;32936;996878;729,6;93,55;59,10
3506706; BOA ESPERANCA DO SUL;197;0,01;272,19;15,8;;;;;0,00;;15018;361999;1010,85;19,00;0,00
3506805; BOCAINA;47;0;300,38;24,72;Sim;;;Não;0,00;;12452;236483;963,34;31,00;55,04
3506904; BOFETE;8;0;110,69;13,2;Sim;Sim;Sim;Não;0,00;Sim;11921;210809;1143,4;15,89;43,42
3507001; BOITUVA;216;1,28;252,95;26,35;Não;;;Sim;1180,00;;62170;2971680;882,64;237,58;170,57
3507100; BOM JESUS DOS PERDOES;13;1,13;120,56;10,49;Não;;;Não;0,00;;25985;1129289;970,55;200,18;165,93
3507159; BOM SUCESSO DE ITARARE;1;0,11;20,87;2,42;;;;;0,00;;3984;65836;1431,2;26,63;0,00
3507209; BORA;26;1,2;98,29;10,42;Não;;;Não;0,00;;838;68107;4468,75;7,62;131,70
3507308; BORACEIA;5;0,55;86,13;3,81;;;;;0,00;;4868;441392;1619,61;38,07;0,00
3507407; BORBOREMA;474;0,01;272,19;15,8;Sim;Sim;Sim;Sim;311,80;Sim;16164;470940;1209,29;26,03;37,22
3507456; BOREBI;9;0;136,41;15,86;Sim;;;Sim;180,00;;2683;68863;1869,95;7,64;50,75
3507506; BOTUCATU;145;0;300,38;24,72;Sim;Sim;Sim;Sim;1295,00;Sim;148130;5073778;766,45;96,28;48,48
3507605; BRAGANCA PAULISTA;452;2,01;244,04;21,87;Não;;;Sim;930,00;;170533;6831380;947,11;336,41;90,26
3507704; BRAUNA;122;1,78;211,94;17,99;Sim;Sim;Sim;Sim;86,30;Sim;5741;116873;1344,35;27,33;86,71
3507753; BREJO ALEGRE;47;1,26;118,23;9,37;Não;;;Não;0,00;;2889;60616;1828,22;24,46;107,31
3507803; BRODOWSKI;157;1,81;276,87;22,37;;;;;0,00;;25277;811581;957,13;88,40;0,00
3507902; BROTAS;360;1,24;105,59;7,08;Sim;Sim;Sim;Sim;500,00;Sim;24636;986668;1200,04;21,45;129,58
3508009; BURI;10;0,32;102,03;7,67;Sim;;;Sim;97,00;;19965;674027;929,67;16,82;33,49
3508108; BURITAMA;685;1,26;118,23;9,37;Sim;Sim;Sim;Não;0,00;Não;17281;709786;1373,67;52,14;72,38
3508207; BURITIZAL;20;1,17;98,67;6,29;;;;;0,00;;4514;229391;1358,23;16,26;0,00
3508306; CABRALIA PAULISTA;6;0,77;71,25;3,42;Sim;Sim;Sim;Não;0,00;Sim;4243;81956;1086,37;18,18;39,17
3508405; CABREUVA;151;1,25;238,06;10,31;Sim;Sim;Sim;Sim;362,30;Sim;50429;5400646;1277,66;177,62;242,66
3508504; CACAPAVA;372;2;250,95;22,47;Não;;;Sim;227,70;;95018;4514762;974,69;257,22;89,52
3508603; CACHOEIRA PAULISTA;1144;1,17;192,51;12,77;Sim;Sim;Sim;Sim;174,00;Sim;33581;636338;797,3;109,48;119,44
3508702; CACONDE;59;1,02;131,43;8,52;Sim;Sim;Sim;Sim;1280,00;Sim;19009;476090;1114,85;37,28;44,31
3508801; CAFELANDIA;98;0,95;267,59;17,96;Sim;Sim;Sim;Sim;600,00;Sim;17843;606624;1154,66;18,23;46,54
3508900; CAIABU;32;1,04;119,1;6,84;;;;;0,00;;4193;68004;1256,93;14,98;0,00
3509007; CAIEIRAS;29;1,23;101,09;6,56;Sim;;;Sim;24,00;;102775;4063841;801,55;964,43;13,13
3509106; CAIUA;309;1,07;147,51;16,22;Sim;;;Sim;96,00;;5946;88861;1471,04;9,81;57,09
3509205; CAJAMAR;55;1,25;238,06;10,31;Não;;;Não;0,00;;77934;21270946;1554,19;670,15;184,19
3509254; CAJATI;1749;0;0;0;Sim;;;Sim;481,90;;28494;1559837;1257,33;63,14;60,50
3509304; CAJOBI;97;1,11;98,14;7,74;Sim;Sim;Sim;Não;0,00;Sim;10596;171317;1182,34;52,50;27,79
3509403; CAJURU;98;1,03;113,63;8,58;Sim;Sim;Sim;Não;0,00;Sim;26393;692359;1209,93;36,20;80,50
3509452; CAMPINA DO MONTE ALEGRE;8;0;41,06;2,84;Não;;;Sim;150,00;;6057;136453;842,45;32,14;16,36
3509502; CAMPINAS;9649;2,01;244,04;21,87;Sim;Sim;Sim;Sim;2157,10;Sim;1213792;65158382;1335,42;1430,77;139,18
3509601; CAMPO LIMPO PAULISTA;31;1,22;142,92;6,37;Não;;;Sim;30,00;;85541;2219744;865,55;977,97;71,72
3509700; CAMPOS DO JORDAO;5;0,25;45,27;0;Sim;Sim;Sim;Sim;3000,00;Sim;52405;1261470;1099,42;163,38;57,26
3509809; CAMPOS NOVOS PAULISTA;128;0,97;170,57;6,4;;;;;0,00;;4997;190056;1237,14;10,02;0,00
3509908; CANANEIA;138;0;0;0;Não;;;Sim;54,80;;12541;262058;1437,51;9,98;176,88
3509957; CANAS;198;1,12;164,31;10,53;Não;;;Não;0,00;;5204;114442;938,41;91,21;97,97
3510005; CANDIDO MOTA;595;0,97;170,57;6,4;Sim;Sim;Sim;Sim;960,00;Sim;31346;1405948;799,72;49,98;64,50
3510104; CANDIDO RODRIGUES;36;0,02;181,73;15,84;Sim;Sim;Sim;Não;0,00;Não;2799;111481;1468,55;40,31;80,06
3510153; CANITAR;178;0,97;170,57;6,4;;;;;0,00;;5292;146230;750,14;103,71;0,00
3510203; CAPAO BONITO;45;0,94;160,95;17,95;Sim;Sim;Sim;Sim;1412,40;Sim;47118;1129593;969,18;28,44;103,15
3510302; CAPELA DO ALTO;88;1,17;231,32;23,7;Sim;Sim;Sim;Sim;305,00;Sim;20985;339916;792,75;129,64;98,73
3510401; CAPIVARI;183;0,89;263,74;17,23;Sim;Sim;Sim;Não;0,00;Sim;56379;2486361;958,26;155,09;124,73
3510500; CARAGUATATUBA;2786;1,26;300,05;38,79;Sim;;;Sim;14400,00;;123389;3870521;1674,09;267,36;279,07
3510609; CARAPICUIBA;47;1,25;238,06;10,31;Sim;Sim;Sim;Não;0,00;Sim;403183;6241379;431,73;11216,84;130,94
3510708; CARDOSO;209;1,32;222,14;10,23;Sim;Sim;Sim;Sim;350,00;Não;12349;299517;1154,28;18,09;112,94
3510807; CASA BRANCA;896;1,02;131,43;8,52;Sim;Sim;Sim;Sim;10,00;Sim;30520;1060935;882,26;32,76;50,70
3510906; CASSIA DOS COQUEIROS;13;1,01;94,77;7,02;Sim;Sim;Sim;Não;0,00;Sim;2505;254686;1747,27;14,60;139,97
3511003; CASTILHO;614;1,62;310,86;36,11;Sim;Sim;Sim;Sim;191,00;Não;21267;1160988;1628,73;18,62;112,49
3511102; CATANDUVA;12229;0,05;289,44;26,57;Sim;Sim;Sim;Sim;789,20;Sim;122497;4867594;841,02;399,25;82,28
3511201; CATIGUA;28;0,01;73,33;4,34;Sim;Sim;Sim;Não;0,00;Sim;7855;134508;926,47;47,68;58,98
3511300; CEDRAL;91;1,26;118,23;9,37;Não;;;Não;0,00;;9346;393438;911,57;59,74;184,80
3511409; CERQUEIRA CESAR;13;0;112,49;12,95;Não;;;Sim;240,00;;20191;827673;922,42;40,93;73,77
3511508; CERQUILHO;126;1,28;252,95;26,35;Sim;Sim;Sim;Sim;820,80;Sim;49802;1973323;992,63;344,96;69,45
3511607; CESARIO LANGE;12;0,72;145,76;14,92;Sim;Sim;Sim;Não;0,00;Sim;18375;524250;901,35;97,42;204,79
3511706; CHARQUEADA;175;0,89;239,22;12,61;Não;;;Sim;800,00;;17367;431578;766,88;88,33;49,80
3511904; CLEMENTINA;178;1,55;182,42;20,81;Não;;;Sim;156,00;;8757;239833;972,51;41,81;33,73
3512001; COLINA;66;1,11;98,14;7,74;Não;;;Sim;241,00;;18535;138237;1335,73;43,49;75,80
3512100; COLOMBIA;22;0,97;179,97;8,62;Sim;;;Sim;290,00;;6216;1238366;2228,52;9,06;174,33
3512209; CONCHAL;3563;1,21;108,68;2,44;Não;;;Sim;152,00;;28273;376083;893,21;151,93;79,88
3512308; CONCHAS;27;0,89;192,18;10,67;Sim;Sim;Sim;Sim;499,90;Não;18019;856783;969,58;33,27;90,80
3512407; CORDEIROPOLIS;599;0,89;263,74;17,23;Sim;Sim;Sim;Sim;240,00;Sim;24826;384550;1662,75;174,89;299,60
3512506; COROADOS;96;1,26;118,23;9,37;Sim;Sim;Sim;Não;0,00;Sim;6129;3419941;1227,98;21,99;187,75
3512605; CORONEL MACEDO;2;0,29;38,73;2,45;Sim;Sim;Sim;Sim;108,00;Não;4635;199836;1393,98;14,70;142,10
3512704; CORUMBATAI;21;1,24;143,43;10,08;Sim;Sim;Sim;Sim;100,00;Sim;4064;127041;1730,54;14,96;233,09
3512803; COSMOPOLIS;259;1,21;108,68;2,44;Sim;Sim;Sim;Sim;0,00;Sim;73474;272105;778,89;387,49;108,45
3512902; COSMORAMA;95;0,98;122,39;5,2;Sim;Sim;Sim;Sim;173,50;Sim;7298;1960248;931,85;19,22;330,53
3513009; COTIA;135;1,25;238,06;10,31;Sim;Sim;Sim;Sim;2899,00;Sim;253608;401036;649,02;812,04;475,28
3513108; CRAVINHOS;310;1,32;252,56;20,69;Não;;;Não;0,00;;35579;14096442;882,12;106,74;76,04
3513207; CRISTAIS PAULISTA;9;1,58;179,74;14,49;Sim;Sim;Sim;Não;0,00;Sim;8718;1422344;791,45;23,43;158,09
3513306; CRUZALIA;117;1,2;129,83;7,51;Não;;;Sim;80,00;;2046;280066;2043,28;14,42;334,96
3513405; CRUZEIRO;4561;1,18;211,17;14,27;Não;;;Sim;876,00;;82571;137530;789,28;248,15;59,35
3513504; CUBATAO;3308;0,05;311,19;24,22;Não;;;Sim;704,00;;131626;2736019;1933,8;801,26;222,41
3513603; CUNHA;49;0,07;91,94;6,45;;;;;0,00;;21459;16070333;763,14;15,78;0,00
3513702; DESCALVADO;108;2;255,79;18,12;Sim;Sim;Sim;Não;0,00;Sim;33910;296896;1177,94;42,25;137,24
3513801; DIADEMA;270;2,39;245,77;21,87;Sim;;;Sim;1931,00;;426757;1856375;1096,82;12874,30;132,21
3513850; DIRCE REIS;54;0,73;173,67;17,87;Sim;;;Sim;18,30;;1799;14977055;1996,72;18,52;404,34
3513900; DIVINOLANDIA;14;1,02;131,43;8,52;Não;;;Sim;240,00;;11086;65160;840,87;50,35;58,64
3514007; DOBRADA;73;0,8;168,64;15,22;Sim;Sim;Sim;Não;0,00;Sim;9010;340494;877,15;57,85;40,25
3514106; DOIS CORREGOS;216;0;272,08;23,26;Não;;;Sim;100,00;;27512;131224;969,85;39,09;89,43
3514205; DOLCINOPOLIS;72;0,84;254,24;27,7;Sim;;;Não;0,00;;2112;758433;1644,56;28,10;48,79
3514304; DOURADO;33;0;247,09;19,89;Sim;;;Não;0,00;;8878;51745;1323,36;40,09;99,07
3514403; DRACENA;3275;1,62;310,86;36,11;Não;;;Sim;1000,00;;47043;648986;1011,96;93,21;102,45
3514502; DUARTINA;68;0,98;169,39;8,6;Não;;;Não;0,00;;12433;1359699;1203,62;46,74;24,19
3514601; DUMONT;192;0,81;160,98;14,01;;;;;0,00;;10023;257237;770,9;82,89;0,00
3514700; ECHAPORA;60;1,79;227,55;12,37;Sim;;;Sim;0,00;;6064;283316;1098,92;12,17;109,87
3514809; ELDORADO;154;0,01;103,82;9,5;Sim;Sim;Sim;Sim;96,00;Sim;15544;135389;973,59;8,13;130,85
3514908; ELIAS FAUSTO;41;1,1;210,74;22,09;Sim;Sim;Sim;Não;0,00;Sim;17936;323539;1111,37;86,32;166,19
3514924; ELISIARIO;50;0,02;126,09;9,21;Sim;Sim;Sim;Não;0,00;Sim;3697;882746;1252,31;33,61;173,44
3514957; EMBAUBA;51;0,01;74,3;5,45;Sim;Sim;Sim;Não;0,00;Sim;2449;67640;2156,68;28,45;195,83
3515004; EMBU DAS ARTES;37;1,23;203,05;7,93;Sim;Sim;Sim;Sim;466,90;Sim;276535;60211;852,16;3566,55;162,21
3515103; EMBU-GUACU;5;1,18;66,14;5,94;Sim;Sim;Sim;Não;0,00;;69901;14019716;590,39;429,52;93,73
3515129; EMILIANOPOLIS;43;1,81;215,45;12,46;Sim;Sim;Sim;Sim;60,00;Sim;3227;1234334;1606,95;13,57;187,41
3515152; ENGENHEIRO COELHO;421;1,21;108,68;2,44;Sim;Sim;Sim;Não;0,00;Sim;21249;70434;1054,37;172,14;122,99
3515186; ESPIRITO SANTO DO PINHAL;350;1,21;108,68;2,44;Sim;Sim;Sim;Sim;285,20;Não;44471;558099;1063,69;103,73;142,99
3515194; ESPIRITO SANTO DO TURVO;13;0,6;113,47;4,34;Sim;Sim;Sim;Não;0,00;Sim;4878;1673589;1423,54;21,61;84,20
3515202; ESTRELA D'OESTE;844;0,94;318,57;34,79;Sim;;;Não;0,00;;8419;69538;1288,33;31,16;82,62
3515301; ESTRELA DO NORTE;119;1;120,36;6,39;Não;;;Sim;25,00;;2770;347562;1476,7;10,30;342,58
3515350; EUCLIDES DA CUNHA PAULISTA;249;1,26;189,32;10,56;;;;;0,00;;9325;654237;1050,63;14,42;0,00
3515400; FARTURA;21;0,79;151,12;5,61;Não;;;Sim;813,10;;16070;131815;1043,44;38,47;148,23
3515509; FERNANDOPOLIS;1289;0,94;318,57;34,79;Sim;Sim;Sim;Sim;430,90;Sim;69402;225392;823,34;128,21;149,99
3515608; FERNANDO PRESTES;52;0,05;205,01;17,77;Não;;;Não;0,00;;5794;429785;1493,5;34,60;37,94
3515657; FERNAO;50;1,38;153,55;7,41;Sim;Sim;Sim;Sim;15,10;;1727;2296687;2608,24;16,36;183,88
3515707; FERRAZ DE VASCONCELOS;16;1,43;121,57;11,26;Sim;Sim;Sim;Não;0,00;Não;196500;80517;367,33;6037,33;133,21
3515806; FLORA RICA;68;1,07;147,51;16,22;;;;;0,00;;1430;3958785;1927,83;6,89;0,00
3515905; FLOREAL;31;0,95;169,97;7,35;Não;;;Não;0,00;;2900;39603;1788,31;13,75;199,12
3516002; FLORIDA PAULISTA;294;1,43;281,44;32,71;Não;;;Sim;54,00;;14790;69305;885,2;24,84;44,31
3516101; FLORINIA;13;0,67;49,28;2,95;Sim;Sim;Sim;Sim;125,00;Sim;2653;246970;1555,5;16,47;109,52
3516200; FRANCA;495;1,96;262,93;22,48;Sim;Sim;Sim;Sim;1881,00;Sim;355901;166104;668,47;576,19;64,58
3516309; FRANCISCO MORATO;50;1,23;143,23;6,82;Não;;;Não;0,00;;177633;9847127;488,83;3350,56;67,79
3516408; FRANCO DA ROCHA;95;1,25;174,56;10,05;Sim;Sim;Sim;Não;0,00;Sim;156492;1721266;943,14;1078,55;127,07
3516507; GABRIEL MONTEIRO;79;0,94;128,93;9,18;Não;;;Sim;120,00;;2776;3637702;2092,18;20,13;408,68
3516606; GALIA;18;1,17;133,48;10,47;Sim;;;Sim;150,00;;6482;78548;1251,64;18,42;58,79
3516705; GARCA;1012;1,96;273,43;14,25;Não;;;Não;0,00;;44409;186013;988,76;76,60;93,26
3516804; GASTAO VIDIGAL;192;0,95;164,2;6,96;Sim;Sim;Sim;Sim;84,00;Sim;4860;1329830;1373,49;19,07;51,43
3516853; GAVIAO PEIXOTO;48;0,01;177,34;9,02;Não;;;Sim;185,00;;4815;86381;2772,58;19,21;166,14
3516903; GENERAL SALGADO;399;0,91;288,46;31,19;Não;;;Sim;430,00;;10862;1596122;1117,2;21,15;122,66
3517000; GETULINA;70;0,94;240,74;15,96;Não;;;Sim;290,00;;11447;241390;837,15;15,36;31,88
3517109; GLICERIO;43;1,26;118,23;9,37;Sim;Sim;Sim;Não;0,00;Não;4829;216107;1440,32;15,58;160,01
3517208; GUAICARA;103;0,95;288,68;19,05;Sim;Sim;Sim;Sim;1219,00;Sim;12294;116604;738,5;40,40;101,65
3517307; GUAIMBE;287;0,84;149,91;9,78;Não;;;Sim;12,00;;5785;221290;1177,5;25,48;24,73
3517406; GUAIRA;735;1,56;275,97;13,65;Sim;Sim;Sim;Não;0,00;Sim;41040;232059;1092,6;31,13;56,58
3517505; GUAPIACU;197;1,56;275,97;13,65;Não;;;Não;0,00;;21775;2442874;978,29;64,95;236,81
3517604; GUAPIARA;3;0,15;56,61;4,42;Não;;;Sim;120,00;;17025;723072;1220,94;42,71;98,19
3517703; GUARA;19;1,21;121,64;7,98;Sim;Sim;Sim;Sim;50,00;Sim;21308;511220;848,42;52,37;71,62
3517802; GUARACAI;176;1,25;239,25;18,88;Sim;Sim;Sim;Sim;220,00;Sim;8290;571751;1394,14;13,52;62,71
3517901; GUARACI;14;0,84;132,34;6,5;Não;;;Não;0,00;;11287;321905;1436,71;16,16;14,85
3518008; GUARANI D'OESTE;168;0,5;117,71;12,14;Sim;Não;Não;Sim;90,00;Sim;1998;395880;2297,4;23,01;100,56
3518107; GUARANTA;67;0,92;267,11;17,21;Sim;Sim;Sim;Não;0,00;Sim;6675;40183;1221,57;13,99;61,33
3518206; GUARARAPES;1469;1,34;295,84;25,39;Não;;;Não;0,00;;33100;186939;1036,81;32,65;39,42
3518305; GUARAREMA;261;0,05;311,19;24,22;Não;;;Sim;477,30;;30136;1095612;1717,05;112,53;213,54
3518404; GUARATINGUETA;5911;1,18;211,17;14,27;Sim;Sim;Sim;Sim;1035,40;Sim;122505;1533253;1130,43;156,17;138,28
3518503; GUAREI;9;0,65;117,12;12,89;Não;;;Sim;670,00;;18887;6622399;929,02;26,46;74,58
3518602; GUARIBA;103;0,84;269,95;24,8;Sim;Sim;Sim;Sim;272,00;Sim;40487;268280;876,45;138,54;22,97
3518701; GUARUJA;1000;0,05;311,19;24,22;Sim;Sim;Sim;Sim;2277,70;Sim;322750;1012671;1497,39;2006,66;280,24
3518800; GUARULHOS;1204;2,39;245,77;21,87;Não;;;Sim;1967,70;;1392121;9188156;859,57;4044,85;59,06
